order_id,city,order_date,order_time,delivery_partner,distance_km,prep_time_min,estimated_eta_min,actual_delivery_time_min,on_time,cancelled,cancellation_reason,order_value,delivery_fee,customer_rating,payment_method,restaurant_category,weather,peak_hour
190,Jaipur,8/30/2025,8:30 PM,DP032,2.57,19,60,84,true,false,Restaurant,1180.5,30.1,4.9,Cash,Grocery,Clear,true
191,Pune,10/16/2025,10:24 PM,DP021,24.19,12,14,19,false,true,Rider,950.02,74.23,3.4,Cash,Dairy,Rainy,true
192,Ahmedabad,6/2/2025,3:15 AM,DP029,27.65,13,55,24,false,true,Restaurant,851.73,69.08,1.2,UPI,Grocery,Rainy,true
193,Delhi,7/1/2025,6:46 PM,DP035,16.05,29,21,54,false,false,Rider,213.62,21.6,3.1,Card,Snacks,Rainy,true
194,Pune,12/8/2025,4:20 AM,DP011,28.08,13,49,82,true,false,Rider,1246.04,33.37,4.9,UPI,Bakery,Clear,true
195,Ahmedabad,7/31/2025,7:58 PM,DP035,14.4,4,37,81,false,true,Restaurant,1447.38,33.18,1.9,Card,Pharmacy,Rainy,false
196,Jaipur,10/31/2025,11:01 PM,DP010,8.06,37,17,44,false,false,Rider,821.0,17.71,2.9,UPI,Snacks,Rainy,true
197,Jaipur,1/3/2025,6:34 PM,DP006,15.78,46,56,72,false,false,Customer,1260.45,14.25,2.8,Card,Pharmacy,Clear,false
198,Mumbai,12/10/2025,3:16 PM,DP006,12.63,60,24,80,true,false,Customer,198.0,53.99,4.4,UPI,Grocery,Clear,true
199,Chennai,5/28/2025,4:56 AM,DP031,10.48,52,31,26,true,false,Weather,1312.76,29.75,2.5,Cash,Bakery,Rainy,false
200,Lucknow,9/20/2025,9:24 AM,DP015,26.1,17,34,51,false,false,Weather,704.78,17.5,3.2,UPI,Dairy,Rainy,false
201,Lucknow,9/5/2025,8:11 PM,DP022,9.66,44,17,74,false,true,Restaurant,1168.06,68.76,1.1,Cash,Bakery,Rainy,false
202,Hyderabad,12/7/2025,1:42 PM,DP032,24.97,46,18,14,false,true,Restaurant,579.04,26.43,1.8,Cash,Dairy,Rainy,true
203,Kolkata,4/26/2025,8:36 PM,DP029,7.85,4,39,15,false,false,Customer,1071.03,68.79,2.2,Card,Grocery,Rainy,true
204,Lucknow,7/29/2025,3:23 PM,DP020,28.15,6,32,36,true,true,Restaurant,555.44,76.2,2.6,Card,Dairy,Clear,true
205,Hyderabad,3/30/2025,10:32 PM,DP016,6.52,55,15,51,true,false,Restaurant,781.55,47.49,1.9,Cash,Bakery,Rainy,false
206,Bengaluru,4/16/2025,5:21 AM,DP001,3.23,16,34,26,false,true,Customer,1320.95,22.5,3.5,Card,Grocery,Clear,false
207,Jaipur,7/18/2025,10:54 AM,DP016,18.58,39,16,30,false,false,Weather,832.11,40.14,4.1,Cash,Snacks,Clear,false
208,Chennai,8/31/2025,3:30 PM,DP011,15.19,49,24,87,false,true,Customer,834.05,64.05,4.4,UPI,Dairy,Rainy,false
209,Mumbai,7/19/2025,4:45 AM,DP006,2.26,2,14,16,false,true,Restaurant,212.6,45.37,3.9,UPI,Snacks,Rainy,true
210,Mumbai,12/4/2025,10:58 PM,DP050,26.33,1,50,41,true,true,Weather,632.22,12.08,3.7,Card,Pharmacy,Clear,false
211,Kolkata,3/20/2025,8:32 AM,DP021,18.64,20,57,18,true,true,Restaurant,694.1,49.45,4.5,UPI,Snacks,Clear,true
212,Lucknow,4/2/2025,8:29 PM,DP036,12.78,55,44,17,false,false,Customer,445.75,40.76,2.1,Card,Grocery,Clear,true
213,Lucknow,2/22/2025,11:49 PM,DP008,3.2,59,20,10,true,false,Weather,455.0,18.43,2.9,Cash,Pharmacy,Rainy,false
214,Jaipur,2/5/2025,6:23 AM,DP045,23.48,45,10,42,false,true,Weather,1134.55,74.2,5.0,UPI,Grocery,Clear,false
215,Mumbai,1/3/2025,9:11 PM,DP008,3.89,48,50,80,false,true,Customer,940.6,42.83,3.2,Card,Dairy,Clear,false
216,Hyderabad,3/4/2025,10:16 PM,DP018,3.51,28,31,55,true,false,Restaurant,1031.99,38.87,3.0,Cash,Bakery,Clear,false
217,Hyderabad,12/13/2025,8:25 AM,DP027,2.32,19,18,55,false,true,Weather,514.9,45.16,1.1,UPI,Grocery,Rainy,true
218,Chennai,4/25/2025,12:50 PM,DP025,24.97,16,55,74,false,false,Customer,201.03,22.09,4.9,UPI,Snacks,Rainy,false
219,Jaipur,3/31/2025,4:32 PM,DP011,28.46,52,39,31,true,true,Rider,407.04,58.01,3.2,Cash,Grocery,Rainy,false
220,Bengaluru,8/17/2025,2:10 AM,DP007,6.72,37,26,70,true,true,Weather,1286.35,73.82,2.9,Card,Grocery,Clear,true
221,Pune,8/1/2025,8:04 AM,DP007,12.11,17,12,75,true,true,Weather,1068.04,24.12,4.5,UPI,Grocery,Rainy,true
222,Chennai,2/8/2025,11:41 AM,DP046,18.61,43,47,24,true,true,Customer,715.81,63.08,4.7,UPI,Grocery,Rainy,false
223,Kolkata,11/7/2025,8:33 AM,DP031,17.3,42,44,88,false,false,Rider,1380.6,10.39,4.0,Cash,Grocery,Clear,false
224,Bengaluru,12/24/2025,9:23 AM,DP030,14.27,38,19,59,false,true,Restaurant,587.21,71.26,1.9,UPI,Dairy,Rainy,false
225,Hyderabad,6/29/2025,10:49 AM,DP030,2.1,2,60,44,true,true,Weather,276.71,43.07,4.7,UPI,Grocery,Clear,true
226,Lucknow,1/25/2025,2:15 PM,DP019,15.55,58,54,43,true,false,Rider,163.1,20.16,2.0,Cash,Dairy,Clear,false
227,Kolkata,3/6/2025,7:24 PM,DP045,20.7,42,15,17,false,false,Weather,930.89,62.21,2.6,Card,Grocery,Clear,true
228,Ahmedabad,6/17/2025,5:00 AM,DP023,12.73,22,44,80,true,true,Customer,258.04,10.52,1.8,UPI,Grocery,Rainy,true
229,Ahmedabad,9/3/2025,3:09 AM,DP002,27.27,10,13,12,true,true,Restaurant,661.32,75.89,2.6,UPI,Dairy,Clear,false
230,Bengaluru,2/21/2025,10:48 PM,DP032,20.24,20,21,17,false,false,Rider,646.03,57.77,3.2,UPI,Grocery,Clear,false
231,Delhi,12/7/2025,12:40 AM,DP029,7.26,23,32,16,true,false,Weather,1260.42,70.11,2.3,Cash,Grocery,Clear,true
232,Pune,4/9/2025,12:54 PM,DP026,13.49,24,14,50,false,true,Weather,980.01,38.16,4.8,Card,Bakery,Rainy,true
233,Kolkata,5/23/2025,11:13 AM,DP005,24.82,5,49,23,false,false,Customer,1251.93,16.1,2.3,UPI,Pharmacy,Clear,true
234,Hyderabad,1/13/2025,1:18 AM,DP029,2.26,52,22,29,true,false,Customer,730.51,52.94,3.8,Card,Grocery,Rainy,true
235,Hyderabad,1/5/2025,5:24 AM,DP018,8.07,45,29,50,true,true,Rider,107.7,39.79,1.3,Card,Pharmacy,Clear,true
236,Lucknow,2/19/2025,7:08 AM,DP044,26.12,35,38,87,true,false,Customer,463.83,17.34,5.0,Cash,Dairy,Clear,false
237,Pune,12/26/2025,10:22 AM,DP036,20.46,21,13,40,false,false,Restaurant,220.51,34.59,1.0,Cash,Snacks,Rainy,false
238,Bengaluru,1/22/2025,2:39 AM,DP025,13.04,37,59,82,true,true,Rider,1235.4,36.4,3.0,UPI,Dairy,Rainy,true
239,Mumbai,12/17/2025,9:12 AM,DP007,29.98,2,10,65,true,true,Weather,1184.6,16.65,3.6,Cash,Grocery,Clear,true
240,Ahmedabad,12/11/2025,5:06 AM,DP027,19.43,39,51,40,false,true,Weather,757.38,33.76,1.9,Card,Bakery,Clear,true
241,Jaipur,9/7/2025,11:18 PM,DP006,11.3,34,30,83,true,true,Restaurant,1308.55,42.35,4.6,UPI,Dairy,Clear,true
242,Chennai,12/27/2025,8:19 AM,DP039,26.04,15,51,29,false,true,Rider,721.47,68.59,4.4,Card,Grocery,Clear,true
243,Ahmedabad,12/30/2025,3:01 PM,DP029,9.65,58,16,40,true,false,Restaurant,1488.11,68.57,3.4,UPI,Bakery,Rainy,true
244,Lucknow,6/21/2025,6:22 AM,DP019,16.17,29,14,47,false,false,Restaurant,171.74,76.5,3.1,UPI,Grocery,Rainy,false
245,Chennai,8/25/2025,9:34 PM,DP048,15.4,26,59,86,true,false,Customer,1131.92,18.98,2.0,UPI,Snacks,Rainy,false
246,Ahmedabad,9/3/2025,11:39 PM,DP003,18.7,33,28,56,false,false,Restaurant,141.27,45.37,4.0,Card,Bakery,Clear,true
247,Delhi,1/6/2025,5:58 AM,DP009,29.87,53,37,22,true,false,Customer,350.99,25.2,3.9,Card,Pharmacy,Clear,true
248,Kolkata,10/20/2025,6:35 AM,DP027,25.59,39,45,77,false,true,Rider,158.36,24.4,3.0,Cash,Snacks,Rainy,true
249,Kolkata,6/22/2025,1:55 AM,DP046,22.69,47,54,86,false,false,Customer,1259.11,46.36,3.4,UPI,Snacks,Rainy,true
250,Pune,11/23/2025,3:41 AM,DP016,19.97,2,38,63,false,false,Customer,654.23,18.84,4.6,UPI,Bakery,Rainy,false
251,Jaipur,1/26/2025,7:56 PM,DP025,18.59,40,21,49,true,true,Rider,642.89,56.04,2.3,UPI,Dairy,Clear,false
252,Lucknow,9/25/2025,1:58 AM,DP009,28.99,14,48,55,true,false,Restaurant,785.21,68.08,3.7,Cash,Grocery,Rainy,false
253,Bengaluru,7/21/2025,8:10 AM,DP003,2.25,7,60,88,false,false,Rider,749.25,15.29,4.0,Cash,Pharmacy,Clear,false
254,Kolkata,11/8/2025,6:51 AM,DP017,4.15,0,57,74,true,false,Restaurant,1180.45,47.81,4.2,Cash,Pharmacy,Rainy,false
255,Mumbai,10/28/2025,4:01 PM,DP011,25.99,6,29,28,true,false,Customer,820.28,71.29,4.6,UPI,Bakery,Rainy,true
256,Chennai,12/14/2025,10:34 AM,DP048,29.77,41,34,16,false,false,Customer,750.36,34.34,2.6,Card,Snacks,Clear,false
257,Chennai,4/5/2025,3:21 PM,DP011,4.34,21,33,44,true,true,Weather,551.45,63.19,3.8,UPI,Snacks,Rainy,true
258,Hyderabad,9/7/2025,5:35 AM,DP022,1.74,36,40,39,true,true,Rider,1118.9,41.67,4.5,UPI,Grocery,Rainy,true
259,Lucknow,9/9/2025,2:32 PM,DP043,22.43,3,42,37,true,true,Customer,291.33,22.43,2.6,Cash,Snacks,Rainy,false
260,Hyderabad,1/5/2025,2:40 PM,DP044,26.76,23,37,90,false,false,Customer,357.0,61.21,2.3,UPI,Bakery,Rainy,true
261,Chennai,6/27/2025,3:08 PM,DP031,2.28,45,11,68,false,true,Customer,730.99,10.21,5.0,Card,Pharmacy,Clear,false
262,Kolkata,1/26/2025,6:29 AM,DP045,4.63,54,51,34,true,true,Rider,125.71,10.43,2.5,UPI,Dairy,Rainy,false
263,Delhi,9/11/2025,8:09 PM,DP041,29.09,30,47,42,true,true,Customer,434.38,76.76,4.3,UPI,Bakery,Clear,true
264,Bengaluru,1/12/2025,8:59 PM,DP015,22.68,36,58,41,false,false,Rider,1385.01,55.96,4.5,UPI,Snacks,Clear,false
265,Delhi,6/10/2025,6:00 AM,DP021,6.16,0,11,89,true,false,Weather,1093.33,31.2,4.6,UPI,Pharmacy,Clear,true
266,Pune,5/19/2025,5:35 PM,DP013,7.61,52,51,46,false,true,Rider,757.58,14.17,4.8,Cash,Bakery,Rainy,false
267,Pune,6/8/2025,1:24 AM,DP036,28.53,45,58,89,false,true,Rider,1054.48,25.61,4.3,Cash,Grocery,Clear,true
268,Delhi,8/8/2025,3:05 AM,DP019,16.81,7,27,86,false,false,Weather,1439.14,71.42,2.4,UPI,Snacks,Rainy,true
269,Ahmedabad,8/15/2025,1:45 AM,DP007,5.36,56,38,42,false,false,Restaurant,1414.61,14.76,1.7,Card,Dairy,Rainy,false
270,Pune,5/15/2025,8:12 AM,DP050,11.22,27,13,56,true,true,Restaurant,569.77,31.26,2.6,Card,Grocery,Rainy,true
271,Ahmedabad,5/1/2025,2:42 AM,DP018,20.76,29,43,48,true,false,Customer,1177.82,29.57,3.4,UPI,Bakery,Rainy,false
272,Chennai,2/27/2025,4:15 PM,DP024,29.04,56,27,56,false,true,Customer,1380.81,17.94,1.1,Card,Pharmacy,Rainy,true
273,Pune,8/14/2025,1:33 AM,DP040,23.76,43,31,71,true,false,Customer,877.97,46.46,1.9,UPI,Grocery,Clear,false
274,Kolkata,11/7/2025,8:07 AM,DP049,1.55,44,10,12,true,false,Weather,339.98,48.14,4.1,Cash,Grocery,Rainy,true
275,Mumbai,10/1/2025,3:47 AM,DP044,16.82,35,15,85,false,false,Customer,1305.26,79.88,4.2,UPI,Dairy,Clear,true
276,Delhi,12/30/2025,7:36 PM,DP027,14.52,9,57,17,false,false,Customer,884.12,32.0,1.2,Cash,Pharmacy,Clear,false
277,Pune,7/9/2025,6:18 PM,DP008,3.35,27,43,82,true,true,Weather,1045.47,13.21,2.3,Cash,Snacks,Clear,true
278,Chennai,4/12/2025,6:49 PM,DP032,26.28,58,20,20,false,false,Restaurant,1080.14,24.07,2.5,UPI,Grocery,Rainy,true
279,Chennai,8/8/2025,7:52 PM,DP028,11.93,2,10,59,true,true,Customer,300.73,76.48,4.4,UPI,Bakery,Clear,true
280,Hyderabad,5/17/2025,5:55 PM,DP040,8.12,16,20,56,false,true,Customer,234.44,20.8,3.4,UPI,Pharmacy,Rainy,false
281,Pune,12/26/2025,11:35 PM,DP014,22.96,37,20,43,true,true,Rider,1042.22,19.24,2.5,Cash,Bakery,Clear,false
282,Ahmedabad,1/1/2025,4:12 AM,DP025,4.82,22,27,53,false,false,Rider,277.64,52.78,2.3,Cash,Dairy,Clear,false
283,Jaipur,5/1/2025,3:35 PM,DP017,6.56,0,26,31,false,true,Customer,1233.79,32.99,2.6,Cash,Grocery,Clear,true
284,Lucknow,10/12/2025,6:36 AM,DP042,9.45,53,46,73,false,true,Restaurant,1303.41,47.92,1.9,UPI,Snacks,Clear,false
285,Jaipur,6/21/2025,1:02 AM,DP029,18.46,50,14,59,true,true,Weather,1348.73,62.63,1.6,Card,Grocery,Clear,false
286,Jaipur,8/16/2025,6:02 PM,DP026,18.7,26,24,37,true,false,Customer,660.55,38.76,3.3,Cash,Grocery,Rainy,false
287,Jaipur,7/8/2025,10:21 PM,DP001,18.3,5,14,46,true,false,Rider,896.74,31.59,2.2,UPI,Grocery,Clear,true
288,Ahmedabad,10/18/2025,7:52 PM,DP037,4.02,6,48,47,false,false,Restaurant,241.58,11.48,2.5,UPI,Bakery,Clear,true
289,Bengaluru,4/21/2025,2:56 AM,DP039,24.01,17,32,74,false,false,Weather,1294.11,39.7,1.5,Cash,Bakery,Clear,true
290,Mumbai,8/1/2025,10:04 AM,DP024,21.77,33,32,68,true,true,Restaurant,1455.42,46.26,2.2,Card,Snacks,Rainy,false
291,Delhi,4/17/2025,6:36 PM,DP044,17.14,9,35,57,true,false,Weather,966.91,45.63,4.8,UPI,Bakery,Clear,true
292,Pune,12/10/2025,7:04 PM,DP035,29.69,22,10,66,false,true,Customer,1332.95,52.59,3.7,Cash,Dairy,Clear,true
293,Bengaluru,5/12/2025,8:25 PM,DP002,20.35,10,22,73,true,false,Weather,1473.6,74.82,3.0,Cash,Grocery,Clear,true
294,Mumbai,5/11/2025,3:02 AM,DP016,1.36,57,11,70,false,false,Restaurant,620.79,58.13,3.6,UPI,Bakery,Rainy,false
295,Chennai,2/21/2025,10:28 PM,DP039,27.85,43,16,53,true,false,Rider,327.41,40.61,3.0,Cash,Dairy,Clear,true
296,Bengaluru,5/23/2025,12:33 PM,DP035,8.0,41,19,33,true,true,Customer,296.49,74.45,4.7,Card,Bakery,Rainy,false
297,Mumbai,3/27/2025,1:25 PM,DP034,27.47,11,15,17,true,false,Restaurant,1362.19,30.56,1.6,UPI,Bakery,Clear,true
298,Kolkata,1/22/2025,8:59 PM,DP029,19.48,41,59,57,true,true,Customer,1222.85,44.74,2.1,Cash,Bakery,Rainy,true
299,Delhi,6/10/2025,1:36 AM,DP034,1.94,41,26,37,true,true,Restaurant,732.18,16.37,4.1,Cash,Snacks,Clear,true
300,Lucknow,5/5/2025,3:24 PM,DP049,17.66,38,13,16,true,true,Restaurant,312.66,34.26,2.7,UPI,Pharmacy,Clear,true
301,Delhi,7/22/2025,12:47 PM,DP009,1.29,29,26,56,false,false,Weather,113.95,10.99,3.1,UPI,Pharmacy,Clear,true
302,Chennai,6/28/2025,5:07 PM,DP016,5.87,36,47,58,false,true,Weather,1171.72,33.22,2.1,Card,Dairy,Clear,true
303,Ahmedabad,4/18/2025,10:48 PM,DP047,12.45,9,14,85,true,false,Rider,592.32,57.14,2.2,UPI,Bakery,Rainy,true
304,Pune,4/16/2025,11:57 AM,DP034,9.06,15,53,70,true,false,Rider,387.55,44.95,1.8,UPI,Dairy,Clear,false
305,Kolkata,11/7/2025,5:01 PM,DP023,14.62,36,57,66,false,true,Restaurant,1194.97,21.65,4.5,Cash,Bakery,Rainy,true
306,Mumbai,7/22/2025,8:50 PM,DP039,8.58,46,49,43,true,true,Weather,1268.91,43.45,1.8,UPI,Bakery,Clear,false
307,Hyderabad,6/22/2025,12:03 PM,DP013,17.06,21,42,52,false,false,Customer,359.11,63.71,2.0,Card,Snacks,Rainy,false
308,Lucknow,8/19/2025,5:49 PM,DP020,14.51,7,51,71,false,true,Restaurant,1205.08,49.15,3.9,Cash,Grocery,Rainy,false
309,Hyderabad,3/19/2025,3:04 AM,DP043,7.77,34,22,52,true,false,Weather,1438.77,29.02,3.9,Cash,Pharmacy,Clear,false
310,Kolkata,4/22/2025,2:15 PM,DP008,6.13,21,58,74,true,true,Rider,1303.51,52.65,2.7,Cash,Grocery,Rainy,true
311,Pune,8/20/2025,12:22 AM,DP039,28.66,52,37,74,true,false,Customer,219.76,49.77,1.4,Cash,Grocery,Clear,true
312,Delhi,4/11/2025,1:55 AM,DP023,19.34,56,54,50,true,true,Rider,949.77,76.81,1.1,Cash,Bakery,Rainy,true
313,Jaipur,12/18/2025,9:51 PM,DP044,8.74,31,34,80,false,false,Rider,936.32,66.78,2.0,Cash,Grocery,Rainy,true
314,Hyderabad,10/21/2025,5:23 PM,DP030,21.1,10,51,55,true,true,Restaurant,762.04,30.87,2.2,Card,Pharmacy,Clear,false
315,Chennai,11/9/2025,7:39 AM,DP020,2.3,31,57,46,false,true,Weather,256.24,47.7,4.9,UPI,Pharmacy,Clear,false
316,Pune,9/27/2025,9:20 PM,DP012,22.31,19,21,27,true,false,Restaurant,309.76,60.37,2.3,UPI,Pharmacy,Clear,false
317,Chennai,2/1/2025,5:09 PM,DP018,21.47,27,26,22,false,false,Customer,283.81,16.86,4.8,Cash,Pharmacy,Rainy,true
318,Jaipur,10/31/2025,2:10 PM,DP001,8.07,55,17,39,true,false,Customer,247.68,10.15,5.0,UPI,Bakery,Rainy,false
319,Ahmedabad,4/18/2025,5:09 PM,DP013,17.7,48,46,59,true,true,Weather,767.11,31.63,4.2,UPI,Dairy,Rainy,true
320,Jaipur,4/8/2025,8:40 AM,DP036,18.45,37,28,31,false,true,Rider,1117.34,76.28,2.9,Cash,Dairy,Clear,true
321,Jaipur,11/29/2025,11:32 AM,DP015,24.58,48,45,48,true,false,Rider,1269.24,70.55,2.5,Card,Grocery,Clear,true
322,Mumbai,9/11/2025,1:24 AM,DP030,14.53,50,30,36,true,false,Rider,1042.58,26.61,4.2,UPI,Snacks,Clear,false
323,Lucknow,8/9/2025,3:23 AM,DP047,26.67,59,45,52,true,false,Rider,1247.99,61.69,3.7,Card,Bakery,Clear,true
324,Pune,10/8/2025,5:58 AM,DP020,2.06,55,39,34,true,true,Rider,802.05,52.48,3.3,Cash,Pharmacy,Rainy,true
325,Pune,1/21/2025,11:47 AM,DP038,15.26,1,57,19,true,false,Rider,1124.7,72.39,2.8,UPI,Pharmacy,Rainy,true
326,Lucknow,8/31/2025,6:30 PM,DP020,9.04,9,41,27,true,true,Rider,756.95,55.99,3.5,Card,Bakery,Clear,true
327,Bengaluru,8/13/2025,9:24 AM,DP003,18.94,50,37,24,false,true,Weather,774.46,38.5,3.3,Cash,Grocery,Rainy,false
328,Mumbai,11/21/2025,11:12 PM,DP042,28.34,12,44,10,false,false,Rider,1231.03,62.8,3.8,Cash,Pharmacy,Rainy,false
329,Kolkata,4/15/2025,9:48 PM,DP023,12.19,52,20,27,true,true,Rider,1003.14,65.23,4.6,Cash,Snacks,Clear,true
330,Hyderabad,9/8/2025,11:52 PM,DP023,3.17,35,41,33,true,true,Restaurant,771.25,56.05,1.4,Card,Bakery,Rainy,false
331,Bengaluru,8/6/2025,8:54 PM,DP030,15.7,21,25,27,true,true,Restaurant,642.41,74.33,4.3,UPI,Dairy,Rainy,false
332,Bengaluru,4/20/2025,8:03 AM,DP002,27.07,1,46,84,true,false,Customer,966.74,59.59,2.5,UPI,Pharmacy,Clear,false
333,Chennai,9/7/2025,8:04 AM,DP006,14.57,11,32,87,true,true,Rider,1351.29,26.5,4.4,Card,Pharmacy,Rainy,true
334,Jaipur,1/9/2025,1:32 PM,DP024,24.68,8,38,59,false,true,Weather,320.77,10.9,3.0,Card,Pharmacy,Rainy,true
335,Chennai,1/22/2025,10:39 AM,DP002,1.89,4,58,70,true,true,Customer,1280.45,68.04,3.3,UPI,Grocery,Clear,false
336,Chennai,8/22/2025,12:01 PM,DP014,2.76,39,51,64,false,false,Restaurant,252.23,60.81,3.5,Cash,Grocery,Clear,true
337,Lucknow,7/5/2025,11:45 PM,DP044,18.69,44,32,35,false,true,Weather,344.09,24.76,4.4,Card,Snacks,Rainy,false
338,Ahmedabad,6/14/2025,2:29 AM,DP008,14.94,20,46,73,true,false,Customer,329.6,59.88,1.2,Cash,Dairy,Clear,true
339,Jaipur,9/14/2025,10:44 AM,DP049,11.89,9,32,80,false,true,Restaurant,1050.85,67.56,2.8,Cash,Dairy,Clear,true
340,Chennai,3/14/2025,11:55 PM,DP015,17.54,32,12,62,true,false,Restaurant,799.97,47.1,4.3,Cash,Dairy,Rainy,false
341,Chennai,2/8/2025,3:24 PM,DP029,23.59,58,38,30,true,true,Weather,1096.41,46.62,2.5,Card,Pharmacy,Clear,false
342,Chennai,11/9/2025,5:55 AM,DP046,27.67,2,51,63,false,true,Weather,1165.67,17.27,1.2,UPI,Dairy,Rainy,false
343,Delhi,1/17/2025,9:07 PM,DP044,15.82,3,12,11,false,false,Weather,359.6,75.1,4.5,Card,Bakery,Clear,true
344,Jaipur,2/26/2025,6:02 AM,DP019,13.42,15,43,71,true,false,Weather,830.38,77.2,4.0,Cash,Dairy,Clear,true
345,Chennai,10/14/2025,11:50 PM,DP029,27.1,14,54,53,true,true,Rider,404.85,37.28,4.8,Cash,Pharmacy,Clear,false
346,Lucknow,2/9/2025,12:24 PM,DP019,10.64,37,17,35,true,true,Rider,470.7,36.09,3.7,UPI,Grocery,Rainy,true
347,Chennai,9/27/2025,6:25 PM,DP015,14.52,5,51,13,true,false,Restaurant,385.21,54.17,4.5,Cash,Dairy,Rainy,true
348,Chennai,6/1/2025,8:56 AM,DP047,20.92,24,44,39,true,false,Rider,666.74,29.9,2.4,Card,Dairy,Clear,true
349,Kolkata,3/1/2025,5:03 AM,DP009,10.41,14,42,53,false,true,Customer,1045.36,38.29,2.5,Card,Bakery,Rainy,true
350,Kolkata,10/16/2025,3:01 PM,DP033,12.64,16,35,89,true,false,Rider,168.09,72.05,3.9,UPI,Dairy,Rainy,true
351,Hyderabad,9/22/2025,5:31 AM,DP001,17.01,9,25,45,true,true,Restaurant,677.68,26.4,1.3,UPI,Bakery,Clear,false
352,Hyderabad,2/4/2025,4:38 PM,DP013,25.6,4,12,31,false,true,Customer,474.22,39.58,2.6,Card,Bakery,Clear,true
353,Mumbai,6/23/2025,4:36 AM,DP012,4.6,14,37,77,false,true,Restaurant,1291.62,29.39,3.1,Card,Bakery,Clear,false
354,Pune,5/14/2025,2:42 AM,DP015,27.72,11,26,38,true,false,Rider,951.32,30.38,1.9,UPI,Bakery,Clear,true
355,Kolkata,12/10/2025,2:14 AM,DP005,4.32,25,38,15,true,false,Restaurant,392.88,75.55,4.3,UPI,Bakery,Clear,false
356,Lucknow,12/17/2025,4:44 PM,DP001,22.15,5,28,12,false,false,Weather,113.9,47.77,2.3,Card,Bakery,Clear,true
357,Chennai,7/11/2025,6:30 AM,DP040,6.72,19,51,50,true,true,Restaurant,697.84,25.3,3.7,Card,Pharmacy,Clear,false
358,Mumbai,3/7/2025,2:08 PM,DP014,24.1,22,39,69,true,true,Weather,814.01,70.27,4.9,Card,Dairy,Clear,false
359,Chennai,12/14/2025,4:33 AM,DP013,22.25,23,57,47,false,true,Restaurant,912.12,59.15,1.0,Cash,Dairy,Clear,true
360,Pune,9/17/2025,12:27 PM,DP023,10.91,37,41,77,false,false,Restaurant,818.32,73.72,3.8,Cash,Bakery,Clear,false
361,Mumbai,1/12/2025,5:56 PM,DP009,5.18,31,26,61,false,true,Weather,375.36,26.14,3.1,Cash,Grocery,Rainy,false
362,Kolkata,4/6/2025,2:37 PM,DP042,27.71,22,18,33,false,false,Weather,974.84,68.84,3.2,Cash,Pharmacy,Rainy,true
363,Kolkata,4/20/2025,11:03 PM,DP001,21.88,38,51,60,false,false,Weather,354.57,58.8,1.5,Card,Bakery,Rainy,true
364,Kolkata,12/19/2025,5:05 PM,DP018,16.1,57,38,28,true,false,Customer,270.96,13.36,4.8,UPI,Grocery,Clear,true
365,Delhi,6/23/2025,2:38 AM,DP033,10.66,2,57,18,true,false,Restaurant,1019.36,79.22,1.2,Card,Dairy,Rainy,true
366,Jaipur,5/18/2025,1:58 PM,DP045,14.96,24,19,63,false,false,Rider,637.38,75.99,4.9,UPI,Bakery,Rainy,false
367,Delhi,9/6/2025,12:42 AM,DP005,17.44,42,48,74,false,false,Weather,791.41,39.85,3.6,Card,Grocery,Clear,false
368,Jaipur,7/10/2025,2:57 AM,DP002,12.71,19,10,37,false,false,Weather,312.19,79.75,3.5,Cash,Bakery,Rainy,false
369,Mumbai,8/9/2025,9:40 PM,DP013,8.04,33,11,41,true,true,Rider,467.7,38.51,4.0,Cash,Bakery,Rainy,true
370,Mumbai,5/15/2025,7:56 PM,DP001,5.43,38,58,77,false,false,Restaurant,197.04,64.27,4.6,Cash,Pharmacy,Rainy,false
371,Jaipur,1/28/2025,1:01 PM,DP007,11.71,36,49,83,false,false,Restaurant,985.27,61.96,4.6,Cash,Bakery,Rainy,false
372,Kolkata,7/29/2025,4:37 AM,DP008,9.75,23,54,54,true,false,Customer,1121.09,53.27,2.7,Card,Bakery,Rainy,false
373,Mumbai,9/5/2025,6:23 PM,DP031,24.88,9,49,65,false,false,Customer,1176.16,68.53,4.6,UPI,Grocery,Clear,false
374,Jaipur,2/18/2025,11:42 PM,DP014,8.56,8,55,14,false,false,Weather,159.8,22.16,1.5,UPI,Grocery,Rainy,false
375,Pune,2/9/2025,12:10 PM,DP022,4.83,30,53,40,true,false,Restaurant,1260.01,24.74,3.2,UPI,Grocery,Clear,true
376,Mumbai,9/21/2025,1:52 PM,DP048,27.75,15,40,59,false,false,Customer,197.9,39.04,1.9,Card,Dairy,Clear,false
377,Lucknow,4/22/2025,12:50 AM,DP001,18.57,4,48,63,true,true,Restaurant,1406.68,63.05,1.5,Cash,Grocery,Clear,true
378,Bengaluru,3/19/2025,3:32 PM,DP010,3.0,47,26,24,true,false,Customer,828.27,61.72,2.0,Cash,Snacks,Rainy,true
379,Kolkata,4/22/2025,6:36 PM,DP030,27.53,55,22,42,false,true,Rider,871.28,17.29,2.9,Card,Snacks,Rainy,true
380,Lucknow,6/25/2025,2:09 AM,DP026,26.86,22,19,42,true,true,Weather,873.75,27.26,4.3,Cash,Snacks,Rainy,true
381,Lucknow,1/11/2025,2:09 PM,DP005,8.84,37,49,44,true,false,Customer,693.61,15.56,1.1,Cash,Grocery,Clear,true
